Response No.,Tab No.,Survey Date,AC Name,Mandal Name,Village Name
11602,59,6/10/2015,Mylavaram,Ibrahimpatnam,GunTupalli
11602,476,6/22/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
11603,367,6/26/2015,Mylavaram,Mylavaram,pullur
11604,226,7/14/2015,Nandigama,Kanchikacherla,Kanchikacherla
11607,141,6/24/2015,Intermediate,Intermediate,Intermediate
11608,467,6/13/2015,Tiruvuru,Gampalagudem,GULLAPUDI
11610,58,6/10/2015,Intermediate,Intermediate,Intermediate
11612,67,7/13/2015,Nandigama,Kanchikacherla,Paritala
11614,301,5/29/2015,Nandigama,Nandigama,Kethaveerunipadu
11615,386,6/21/2015,Tiruvuru,A.Konduru,Khampampadu
11616,24,6/19/2015,Intermediate,Intermediate,Intermediate
11617,360,5/23/2015,Mylavaram,Mylavaram,Tholukodu
11618,276,5/26/2015,Mylavaram,Reddygudem,Moddulaparva
11618,80,6/16/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
11619,297,5/28/2015,Nandigama,Nandigama,Chandapuram
11621,160,5/26/2015,Jaggaiahpeta,Jaggaiahpeta,Vedadri
11621,236,6/11/2015,Nandigama,Chanderlapadu,Gudimetla
11622,188,6/5/2015,Mylavaram,G. Konduru,Kuntamukkala
11622,490,7/15/2015,Intermediate,Intermediate,Intermediate
11623,245,7/23/2015,Mylavaram,Ibrahimpatnam,Kondapalli
11625,272,6/11/2015,Mylavaram,Reddygudem,Intermediate
11625,206,7/7/2015,Nandigama,Veerullapadu,Peddapuram
11626,301,6/9/2015,Nandigama,Nandigama,Adiviravulapadu
11626,257,6/19/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
11627,205,7/9/2015,Nandigama,Kanchikacherla,Kanchikacherla
11629,1,7/12/2015,Nandigama,Chanderlapadu,Thurlapadu
11630,104,6/12/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
11630,38,6/17/2015,Tiruvuru,Gampalagudem,TUNIKIPADU
11632,352,7/14/2015,Intermediate,Intermediate,Intermediate
11636,76,6/23/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
11642,379,5/29/2015,Mylavaram,Mylavaram,Chandrala
11643,57,5/28/2015,Mylavaram,Ibrahimpatnam,Thummalapalem
11645,204,6/23/2015,Nandigama,Kanchikacherla,Moguluru
11646,481,6/19/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
11646,168,6/29/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
11646,297,7/9/2015,Nandigama,Nandigama,Kanchela
11650,15,6/1/2015,Intermediate,Intermediate,Intermediate
11650,104,6/8/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
11650,327,5/31/2015,Tiruvuru,Tiruvuru,Erramadu
11651,467,6/3/2015,Tiruvuru,Gampalagudem,ARLAPADU
11652,286,5/21/2015,Mylavaram,Reddygudem,Narukullapadu
11652,413,1/6/2014,Intermediate,Intermediate,Intermediate
11653,208,6/4/2015,Nandigama,Kanchikacherla,Pendyala
11654,254,6/21/2015,Nandigama,Chanderlapadu,Intermediate
11655,150,7/7/2015,Intermediate,Intermediate,Intermediate
11656,383,6/11/2015,Tiruvuru,A.Konduru,Cheemalapadu
11656,32,6/24/2015,Intermediate,Intermediate,Intermediate
11656,23,6/26/2015,Nandigama,Veerullapadu,V.Annavaram
11660,386,6/1/2015,Tiruvuru,A.Konduru,Polishettipadu
11660,355,6/17/2015,Mylavaram,Mylavaram,Intermediate
11663,478,6/17/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
11665,139,6/30/2015,Jaggaiahpeta,Vatsavai,Polampalli
11668,365,5/30/2015,Mylavaram,Mylavaram,Morsumalli
11674,175,7/17/2015,Intermediate,Intermediate,Intermediate
11675,100,5/28/2015,Mylavaram,Vijayawada (R),Rayanipadu
11675,279,6/2/2015,Mylavaram,Reddygudem,Muchanapalli
11679,305,6/30/2015,Intermediate,Intermediate,Intermediate
11681,271,7/7/2015,Intermediate,Intermediate,Intermediate
11682,8,6/2/2015,Tiruvuru,Vissannapeta,Vemireddipalli
11685,237,7/5/2015,Jaggaiahpeta,Vatsavai,Magollu
11686,277,6/13/2015,Mylavaram,Reddygudem,Intermediate
11686,140,6/19/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
11686,346,6/23/2015,Tiruvuru,Tiruvuru,G.Kothuru
11689,284,6/5/2015,Mylavaram,Reddygudem,Intermediate
11689,206,7/7/2015,Nandigama,Veerullapadu,Peddapuram
11693,404,6/24/2015,Tiruvuru,A.Konduru,Cheemalapadu
11697,463,6/25/2015,Tiruvuru,Gampalagudem,DUNDIRLAPADU
11697,420,6/14/2015,Tiruvuru,Tiruvuru,Chinthalapadu
11699,257,5/29/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
11701,495,6/15/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
11701,367,6/25/2015,Mylavaram,Mylavaram,pullur
11702,433,5/28/2015,Intermediate,Intermediate,Intermediate
11704,387,6/5/2015,Tiruvuru,A.Konduru,Koduru
11706,165,6/23/2015,Nandigama,Chanderlapadu,Pokkunuru
11706,464,6/27/2015,Tiruvuru,Gampalagudem,LINGALA
11706,48,7/1/2015,Tiruvuru,Gampalagudem,PENUGOLANU
11707,358,5/27/2015,Mylavaram,Mylavaram,Pondugala
11711,168,7/1/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
11713,279,6/7/2015,Mylavaram,Reddygudem,Intermediate
11717,469,6/5/2015,Tiruvuru,Gampalagudem,MEDURU
11717,226,6/6/2015,Nandigama,Kanchikacherla,Gandepalli
11717,227,6/1/2015,Nandigama,Kanchikacherla,Intermediate
11717,358,7/16/2015,Mylavaram,Ibrahimpatnam,Kondapalli
11718,160,6/25/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
11719,220,6/25/2015,Nandigama,Kanchikacherla,Gottimukkala
11722,311,7/2/2015,Nandigama,Nandigama,Thakkellapadu
11723,76,6/7/2015,Mylavaram,Ibrahimpatnam,Chilukuru
11724,143,6/28/2015,Nandigama,Chanderlapadu,Bobbillapadu
11724,257,6/30/2015,Jaggaiahpeta,Vatsavai,Magollu
11725,499,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
11725,184,6/24/2015,Mylavaram,G. Konduru,Velaturu
11725,427,7/11/2015,Tiruvuru,Vissannapeta,Vissannapeta
11725,152,7/13/2015,Nandigama,Chanderlapadu,Muppalla
11725,163,7/18/2015,Nandigama,Chanderlapadu,Chanderlapadu
11728,197,6/26/2015,Mylavaram,G. Konduru,Gaddamanugu
11729,386,6/7/2015,Tiruvuru,A.Konduru,Polishettipadu
11730,451,6/27/2015,Tiruvuru,Gampalagudem,LINGALA
11733,412,5/31/2015,Tiruvuru,Intermediate,Intermediate
11735,77,6/26/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
11736,9,7/19/2015,Nandigama,Kanchikacherla,Kanchikacherla
11743,352,6/25/2015,Mylavaram,Mylavaram,pullur
11744,393,6/24/2015,Tiruvuru,A.Konduru,Khampampadu
11745,275,6/10/2015,Mylavaram,Mylavaram,pullur
11745,212,7/16/2015,Nandigama,Kanchikacherla,Kanchikacherla
11746,348,6/1/2015,Tiruvuru,Tiruvuru,Mallela
11749,96,6/5/2015,Mylavaram,Vijayawada (R),Jakkampudi
11750,389,5/25/2015,Tiruvuru,A.Konduru,Vallampatla
11751,95,5/24/2015,Jaggaiahpeta,Vatsavai,Gangavelli
11751,127,5/26/2015,Jaggaiahpeta,Vatsavai,Dechupalem
11751,240,7/4/2015,Nandigama,Chanderlapadu,Thurlapadu
11751,33,6/24/2015,Nandigama,Veerullapadu,Konathalapalli
11754,190,5/26/2015,Mylavaram,G. Konduru,Venkatapuram
11755,133,6/19/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
11757,484,5/25/2015,Jaggaiahpeta,Penuganchiprolu,Totacharla
11757,111,7/15/2015,Jaggaiahpeta,Vatsavai,Makkapeta
11758,183,6/12/2015,Mylavaram,G. Konduru,Koduru
11759,460,6/10/2015,Tiruvuru,Gampalagudem,VINAGADAPA
11759,481,6/17/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
11761,433,6/24/2015,Intermediate,Intermediate,Intermediate
11763,314,5/30/2015,Nandigama,Nandigama,Kammavaripalem
11763,493,6/17/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
11764,205,6/21/2015,Nandigama,Kanchikacherla,Keesara
11765,295,6/9/2015,Nandigama,Nandigama,Aithavaram
11765,243,7/7/2015,Intermediate,Intermediate,Intermediate
11767,380,6/5/2015,Mylavaram,Mylavaram,Chandrala
11773,190,6/10/2015,Mylavaram,G. Konduru,Chevuturu
11777,290,5/24/2015,Mylavaram,Reddygudem,Patha naguluru
11778,329,6/1/2015,Tiruvuru,Tiruvuru,Rolupadi
11780,225,5/23/2015,Intermediate,Intermediate,Intermediate
11780,346,5/24/2015,Tiruvuru,Tiruvuru,Laxmipuram
11780,462,6/17/2015,Tiruvuru,Gampalagudem,GULLAPUDI
11781,152,6/13/2015,Nandigama,Chanderlapadu,Eturu
11781,100,6/12/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
11782,28,6/11/2015,Tiruvuru,Gampalagudem,TUNIKIPADU
11784,6,7/12/2015,Tiruvuru,Vissannapeta,Vissannapeta
11788,439,5/27/2015,Tiruvuru,Vissannapeta,Vemireddipalli
11791,76,7/7/2015,Nandigama,Kanchikacherla,Paritala
11793,204,7/21/2015,Nandigama,Kanchikacherla,Kanchikacherla
11794,245,6/21/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
11796,233,6/6/2015,Jaggaiahpeta,Jaggaiahpeta,Balusupadu
11796,332,6/12/2015,Tiruvuru,Tiruvuru,Mallela
11797,397,5/30/2015,Tiruvuru,A.Konduru,Krishnaraopalem
11797,441,6/1/2015,Tiruvuru,Gampalagudem,KANUMURU
11798,433,7/3/2015,Tiruvuru,Vissannapeta,Vissannapeta
11798,173,7/9/2015,Mylavaram,G. Konduru,G.kondur
11801,8,6/16/2015,Tiruvuru,Vissannapeta,Putrela
11802,118,5/30/2015,Jaggaiahpeta,Vatsavai,Indugapalli
11802,124,7/2/2015,Jaggaiahpeta,Vatsavai,Polampalli
11804,25,5/29/2015,Tiruvuru,Gampalagudem,CHINTALANARVA
11807,246,6/9/2015,Jaggaiahpeta,Jaggaiahpeta,Anumanchipalli
11808,184,7/17/2015,Mylavaram,Ibrahimpatnam,Kondapalli
11809,406,7/6/2015,Tiruvuru,A.Konduru,A. Konduru
11810,20,5/30/2015,Tiruvuru,Gampalagudem,PEDAKOMERA
11811,354,5/25/2015,Mylavaram,Mylavaram,Ganapavaram
11811,360,6/22/2015,Mylavaram,Mylavaram,Intermediate
11816,422,6/5/2015,Tiruvuru,Vissannapeta,Chandrupatla
11818,91,6/26/2015,Intermediate,Intermediate,Intermediate
11820,177,6/10/2015,Mylavaram,G. Konduru,Kavuluru
11820,465,7/1/2015,Tiruvuru,Gampalagudem,PENUGOLANU
11821,37,6/15/2015,Nandigama,Veerullapadu,Peddapuram
11822,360,6/19/2015,Mylavaram,Mylavaram,Intermediate
11822,250,7/9/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
11823,189,7/15/2015,Intermediate,Intermediate,Intermediate
11824,57,6/3/2015,Mylavaram,Ibrahimpatnam,Thummalapalem
11825,26,5/31/2015,Tiruvuru,Gampalagudem,KANUMURU
11826,100,6/1/2015,Mylavaram,Vijayawada (R),Rayanipadu
11826,107,6/3/2015,Nandigama,Chanderlapadu,Intermediate
11827,483,6/1/2015,Jaggaiahpeta,Penuganchiprolu,venkatapuram
11827,143,6/12/2015,Nandigama,Chanderlapadu,Eturu
11831,423,6/26/2015,Tiruvuru,Vissannapeta,Intermediate
11831,330,7/4/2015,Tiruvuru,Tiruvuru,Choutapalli
11832,222,6/14/2015,Nandigama,Kanchikacherla,Gandepalli
11833,271,7/9/2015,Intermediate,Intermediate,Intermediate
11837,392,6/30/2015,Tiruvuru,A.Konduru,Madhavaram
11838,349,6/3/2015,Tiruvuru,Tiruvuru,Mallela
11838,246,6/23/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
11839,397,6/8/2015,Tiruvuru,A.Konduru,Krishnaraopalem
11842,495,6/1/2015,Jaggaiahpeta,Penuganchiprolu,Kollikulla
11845,316,6/16/2015,Jaggaiahpeta,Nadigama,Rudravaram
11846,405,6/5/2015,Tiruvuru,A.Konduru,Polishettipadu
11846,205,5/28/2015,Nandigama,Kanchikacherla,Kothapeta
11850,279,5/27/2015,Mylavaram,Reddygudem,Rudra varam
11851,188,5/25/2015,Mylavaram,G. Konduru,Venkatapuram
11853,170,6/11/2015,Nandigama,Chanderlapadu,Eturu
11855,263,7/4/2015,Mylavaram,Mylavaram,mylavaram
11855,299,7/16/2015,Nandigama,Veerullapadu,Alluru
11859,480,6/3/2015,Jaggaiahpeta,Penuganchiprolu,venkatapuram
11859,360,7/8/2015,Mylavaram,Mylavaram,mylavaram
11860,230,6/10/2015,Nandigama,Kanchikacherla,Pendyala
11860,492,6/27/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
11867,63,6/7/2015,Mylavaram,Ibrahimpatnam,GunTupalli
11870,398,6/26/2015,Tiruvuru,A.Konduru,A. Konduru
11874,260,6/14/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
11874,369,7/7/2015,Tiruvuru,Vissannapeta,Vissannapeta
11875,442,6/12/2015,Tiruvuru,Gampalagudem,KONIJARAL
11876,269,6/11/2015,Mylavaram,Reddygudem,Intermediate
11877,58,7/18/2015,Mylavaram,Ibrahimpatnam,Kondapalli
11879,358,6/1/2015,Intermediate,Intermediate,Intermediate
11880,184,6/25/2015,Mylavaram,G. Konduru,Velaturu
11881,253,6/27/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
11882,10,5/30/2015,Nandigama,Kanchikacherla,Chevitikallu
11882,232,7/7/2015,Nandigama,Chanderlapadu,Thurlapadu
11884,418,6/24/2015,Tiruvuru,Tiruvuru,Intermediate
11884,32,6/25/2015,Intermediate,Intermediate,Intermediate
11888,340,6/26/2015,Tiruvuru,Tiruvuru,Kokilampadu
11889,242,6/11/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
11890,395,6/27/2015,Tiruvuru,A.Konduru,A. Konduru
11896,292,6/15/2015,Jaggaiahpeta,Nadigama,Rudravaram
11897,306,5/31/2015,Jaggaiahpeta,Nadigama,Konathamatmakuru
11898,469,7/3/2015,Tiruvuru,Gampalagudem,PENUGOLANU
11902,131,6/11/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
11902,356,6/10/2015,Mylavaram,Reddygudem,Reddygudem
11906,77,5/25/2015,Mylavaram,Ibrahimpatnam,Damuluru
11906,140,6/30/2015,Jaggaiahpeta,Vatsavai,Polampalli
11907,441,6/12/2015,Tiruvuru,Gampalagudem,GULLAPUDI
11908,248,7/18/2015,Nandigama,Chanderlapadu,Chanderlapadu
11909,77,6/20/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
11911,435,5/28/2015,Tiruvuru,Vissannapeta,Vemireddipalli
11912,229,7/11/2015,Nandigama,Chanderlapadu,Konayapalem
11915,236,7/18/2015,Nandigama,Chanderlapadu,Chanderlapadu
11916,262,6/2/2015,Mylavaram,Reddygudem,K-Naguluru
11919,19,6/3/2015,Jaggaiahpeta,Vatsavai,Gopinenipalem
11919,417,6/19/2015,Tiruvuru,Tiruvuru,Kokilampadu
11920,126,6/11/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
11921,313,5/27/2015,Jaggaiahpeta,Nadigama,Konathamatmakuru
11922,248,7/12/2015,Nandigama,Chanderlapadu,Thurlapadu
11924,81,5/25/2015,Mylavaram,Ibrahimpatnam,Kethanakonda
11925,226,6/15/2015,Nandigama,Kanchikacherla,Gandepalli
11926,153,6/11/2015,Jaggaiahpeta,Jaggaiahpeta,K.Agraharam
11927,100,6/26/2015,Intermediate,Intermediate,Intermediate
11933,375,6/23/2015,Mylavaram,Mylavaram,Chandragudem
11933,184,7/20/2015,Mylavaram,Ibrahimpatnam,Kondapalli
11936,11,6/19/2015,Tiruvuru,Vissannapeta,Intermediate
11937,483,6/27/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
11943,213,5/24/2015,Nandigama,Kanchikacherla,Kunikinapadu
11943,402,6/30/2015,Tiruvuru,A.Konduru,Ramachandrapuram
11945,234,5/27/2015,Nandigama,Chanderlapadu,Popuru
11945,244,6/19/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
11946,475,5/23/2015,Jaggaiahpeta,Penuganchiprolu,Totacharla
11949,157,6/7/2015,Jaggaiahpeta,Jaggaiahpeta,Mutyala
11950,345,6/2/2015,Intermediate,Intermediate,Intermediate
11950,244,6/6/2015,Jaggaiahpeta,Jaggaiahpeta,D P Tanda
11951,327,6/14/2015,Tiruvuru,Tiruvuru,Vavilala
11953,255,6/27/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
11956,252,5/24/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
11956,320,6/7/2015,Nandigama,Nandigama,Raghavapuram
11956,359,6/26/2015,Mylavaram,Mylavaram,Chandragudem
11958,101,6/12/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
11959,264,6/3/2015,Mylavaram,Reddygudem,Moddulaparva
11962,288,7/4/2015,Intermediate,Intermediate,Intermediate
11965,365,5/25/2015,Mylavaram,Mylavaram,Pondugala
11965,327,6/25/2015,Tiruvuru,Tiruvuru,Vavilala
11965,469,7/3/2015,Tiruvuru,Gampalagudem,PENUGOLANU
11970,210,5/30/2015,Nandigama,Kanchikacherla,Chevitikallu
11971,459,6/3/2015,Tiruvuru,Gampalagudem,KOTHAPALLI
11972,81,6/20/2015,Mylavaram,Ibrahimpatnam,Kachavaram
11976,366,5/25/2015,Mylavaram,Reddygudem,Moddulaparva
11976,302,6/3/2015,Jaggaiahpeta,Nadigama,Turragudipadu
11980,55,6/10/2015,Mylavaram,Ibrahimpatnam,GunTupalli
11982,257,6/19/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
11984,29,7/2/2015,Nandigama,Veerullapadu,Intermediate
11988,54,5/28/2015,Intermediate,Intermediate,Intermediate
11989,144,6/17/2015,Nandigama,Veerullapadu,Intermediate
11989,420,7/5/2015,Tiruvuru,Tiruvuru,Choutapalli
11990,209,5/23/2015,Intermediate,Intermediate,Intermediate
11992,128,5/30/2015,Jaggaiahpeta,Vatsavai,Kakaravai
11995,224,6/25/2015,Nandigama,Kanchikacherla,Keesara
11996,369,6/15/2015,Mylavaram,Reddygudem,Reddygudem
11997,451,6/27/2015,Tiruvuru,Gampalagudem,LINGALA
11999,26,6/23/2015,Tiruvuru,Gampalagudem,Intermediate
11999,265,7/21/2015,Mylavaram,Ibrahimpatnam,Kondapalli
12000,418,7/9/2015,Tiruvuru,Tiruvuru,Choutapalli
12004,367,5/30/2015,Mylavaram,Mylavaram,Morsumalli
12012,335,6/11/2015,Tiruvuru,Tiruvuru,Mallela
12013,305,6/27/2015,Intermediate,Intermediate,Intermediate
12013,89,7/5/2015,Jaggaiahpeta,Vatsavai,Makkapeta
12014,138,6/23/2015,Nandigama,Chanderlapadu,Thota Ravula Padu
12015,439,7/6/2015,Tiruvuru,Vissannapeta,Vissannapeta
12016,411,7/15/2015,Intermediate,Intermediate,Intermediate
12020,463,6/17/2015,Tiruvuru,Gampalagudem,Intermediate
12021,162,7/1/2015,Nandigama,Chanderlapadu,Veladi Kothapalem
12022,499,6/4/2015,Jaggaiahpeta,Penuganchiprolu,Sanagapadu
12023,38,6/10/2015,Tiruvuru,Gampalagudem,GADEVARIGUDEM
12025,118,6/23/2015,Jaggaiahpeta,Vatsavai,Chityala
12027,26,6/19/2015,Tiruvuru,Gampalagudem,GULLAPUDI
12035,184,6/1/2015,Mylavaram,G. Konduru,China nadigama
12037,322,6/29/2015,Tiruvuru,Tiruvuru,G.Kothuru
12038,260,6/16/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
12041,328,6/8/2015,Tiruvuru,Tiruvuru,Mallela
12042,289,6/8/2015,Intermediate,Intermediate,Intermediate
12042,235,7/8/2015,Nandigama,Chanderlapadu,Muppalla
12043,494,6/20/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12045,330,7/4/2015,Tiruvuru,Tiruvuru,Choutapalli
12047,367,6/19/2015,Mylavaram,Mylavaram,pullur
12048,141,6/15/2015,Intermediate,Intermediate,Intermediate
12050,6,7/7/2015,Tiruvuru,Vissannapeta,Vissannapeta
12051,104,5/28/2015,Mylavaram,Vijayawada (R),Rayanipadu
12052,115,5/30/2015,Jaggaiahpeta,Vatsavai,Vemavaram
12053,72,6/27/2015,Intermediate,Intermediate,Intermediate
12053,388,6/29/2015,Tiruvuru,A.Konduru,Khampampadu
12053,182,7/4/2015,Mylavaram,G. Konduru,H.Muthalampadu
12055,481,7/5/2015,Intermediate,Intermediate,Intermediate
12058,454,6/6/2015,Tiruvuru,Gampalagudem,VINAGADAPA
12058,350,6/30/2015,Intermediate,Intermediate,Intermediate
12059,385,6/30/2015,Tiruvuru,A.Konduru,A. Konduru
12062,134,7/3/2015,Jaggaiahpeta,Intermediate,Intermediate
12063,371,5/28/2015,Mylavaram,Mylavaram,k.r.gudem
12063,119,7/7/2015,Intermediate,Intermediate,Intermediate
12064,203,6/24/2015,Nandigama,Kanchikacherla,Gottimukkala
12064,216,7/17/2015,Nandigama,Chanderlapadu,Chanderlapadu
12067,117,6/17/2015,Jaggaiahpeta,Vatsavai,CH .M.Palli
12068,191,6/19/2015,Mylavaram,G. Konduru,Chevuturu
12068,118,7/3/2015,Jaggaiahpeta,Intermediate,Intermediate
12069,84,7/1/2015,Intermediate,Intermediate,Intermediate
12074,424,6/9/2015,Nandigama,Veerullapadu,Ponnavaram
12074,352,7/17/2015,Intermediate,Intermediate,Intermediate
12075,293,6/9/2015,Jaggaiahpeta,Nadigama,Ramireddy palli
12076,382,6/10/2015,Tiruvuru,A.Konduru,Polishettipadu
12076,18,7/9/2015,Tiruvuru,Vissannapeta,Vissannapeta
12076,380,7/18/2015,Intermediate,Intermediate,Intermediate
12078,487,6/27/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
12079,114,6/4/2015,Jaggaiahpeta,Vatsavai,Kakaravai
12081,22,7/1/2015,Intermediate,Intermediate,Intermediate
12082,278,6/23/2015,Mylavaram,Reddygudem,Reddygudem
12082,495,6/30/2015,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
12083,39,6/2/2015,Nandigama,Veerullapadu,Narasimharao Palem
12088,348,5/23/2015,Tiruvuru,Tiruvuru,Chittela
12091,182,6/5/2015,Mylavaram,G. Konduru,Chervu madhavaram
12092,261,5/27/2015,Mylavaram,Reddygudem,Kunaparajparva
12092,201,6/15/2015,Nandigama,Kanchikacherla,Vemulapalli
12097,399,5/22/2015,Tiruvuru,A.Konduru,Marepalli
12101,476,7/4/2015,Jaggaiahpeta,Penuganchiprolu,Konakanchi
12102,162,7/9/2015,Nandigama,Chanderlapadu,Konayapalem
12102,12,7/17/2015,Tiruvuru,Vissannapeta,Vissannapeta
12103,271,6/12/2015,Mylavaram,Reddygudem,Intermediate
12103,326,6/25/2015,Tiruvuru,Tiruvuru,G.Kothuru
12103,12,7/7/2015,Tiruvuru,Vissannapeta,Vissannapeta
12112,383,5/24/2015,Tiruvuru,A.Konduru,kummarikuntla
12112,413,6/7/2015,Tiruvuru,Tiruvuru,Chinthalapadu
12114,183,5/30/2015,Mylavaram,G. Konduru,China nadigama
12114,184,6/10/2015,Mylavaram,G. Konduru,Koduru
12114,204,6/27/2015,Nandigama,Kanchikacherla,Moguluru
12116,26,5/25/2015,Tiruvuru,Gampalagudem,KANUMURU
12118,100,6/4/2015,Mylavaram,Vijayawada (R),Jakkampudi
12118,137,6/9/2015,Jaggaiahpeta,Vatsavai,Vemulanarva
12119,41,6/28/2015,Nandigama,Veerullapadu,Intermediate
12122,189,6/11/2015,Mylavaram,G. Konduru,Chevuturu
12124,196,6/26/2015,Mylavaram,G. Konduru,Gaddamanugu
12126,363,6/1/2015,Mylavaram,Mylavaram,Chandrala
12127,269,6/11/2015,Mylavaram,Reddygudem,Intermediate
12128,240,7/1/2015,Nandigama,Chanderlapadu,Thurlapadu
12132,26,5/28/2015,Tiruvuru,Gampalagudem,KANUMURU
12137,478,7/10/2015,Intermediate,Intermediate,Intermediate
12139,269,6/17/2015,Mylavaram,Reddygudem,Reddygudem
12140,443,6/6/2015,Tiruvuru,Gampalagudem,AMMIREDDYGUDEM
12141,85,6/24/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
12142,262,5/23/2015,Mylavaram,Reddygudem,Patha naguluru
12142,82,6/24/2015,Intermediate,Intermediate,Intermediate
12146,68,6/6/2015,Mylavaram,Ibrahimpatnam,Mulapadu
12148,310,5/29/2015,Jaggaiahpeta,Nadigama,Domaluru
12148,186,6/3/2015,Mylavaram,G. Konduru,Koduru
12149,164,6/3/2015,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
12149,500,6/6/2015,Jaggaiahpeta,Penuganchiprolu,Sivapuram
12152,266,5/28/2015,Mylavaram,Reddygudem,Kunaparajparva
12153,272,5/26/2015,Mylavaram,Reddygudem,Moddulaparva
12153,287,7/9/2015,Intermediate,Intermediate,Intermediate
12157,386,6/8/2015,Tiruvuru,A.Konduru,Polishettipadu
12166,67,6/19/2015,Mylavaram,Ibrahimpatnam,Mulapadu
12169,289,6/5/2015,Intermediate,Intermediate,Intermediate
12170,397,5/26/2015,Tiruvuru,A.Konduru,kummarikuntla
12170,241,6/29/2015,Jaggaiahpeta,Vatsavai,Magollu
12171,137,6/26/2015,Jaggaiahpeta,Vatsavai,Polampalli
12171,152,7/7/2015,Nandigama,Chanderlapadu,Muppalla
12173,480,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
12176,244,7/1/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
12178,268,5/25/2015,Mylavaram,Reddygudem,Moddulaparva
12179,82,6/6/2015,Mylavaram,Ibrahimpatnam,Kethanakonda
12180,26,6/15/2015,Tiruvuru,Gampalagudem,GULLAPUDI
12180,168,7/2/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
12181,470,6/6/2015,Tiruvuru,Gampalagudem,AMMIREDDYGUDEM
12181,318,6/27/2015,Intermediate,Intermediate,Intermediate
12184,324,5/24/2015,Tiruvuru,Tiruvuru,Vamakuntla
12185,324,7/3/2015,Tiruvuru,Tiruvuru,Peddavaram
12185,138,7/12/2015,Nandigama,Chanderlapadu,Muppalla
12187,489,5/31/2015,Jaggaiahpeta,Penuganchiprolu,Kollikulla
12188,146,5/26/2015,Nandigama,Veerullapadu,Jammavaram
12189,360,6/25/2015,Mylavaram,Mylavaram,Intermediate
12195,66,5/23/2015,Mylavaram,Ibrahimpatnam,Mulapadu
12195,367,6/25/2015,Mylavaram,Mylavaram,pullur
12197,342,5/30/2015,Tiruvuru,Tiruvuru,Erramadu
12197,26,6/5/2015,Tiruvuru,Gampalagudem,ARLAPADU
12199,373,5/31/2015,Mylavaram,Mylavaram,Chandrala
12203,213,5/24/2015,Nandigama,Kanchikacherla,Kunikinapadu
12204,159,6/16/2015,Nandigama,Veerullapadu,Intermediate
12210,266,6/1/2015,Mylavaram,Reddygudem,Kunaparajparva
12212,152,6/15/2015,Nandigama,Chanderlapadu,Eturu
12213,94,6/11/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
12215,216,6/13/2015,Nandigama,Chanderlapadu,Eturu
12215,333,6/25/2015,Tiruvuru,Tiruvuru,Intermediate
